800
Taste 1 , Taste 0
2.0833333333333335 , 2.8333333333333335
8.229166666666666 , 4.75
14.71875 , 7.791666666666667
22.010416666666668 , 10.958333333333334
29.104166666666668 , 14.416666666666666
36.447916666666664 , 16.041666666666668
43.479166666666664 , 20.083333333333332
50.041666666666664 , 24
57.541666666666664 , 25.666666666666668
64.41666666666667 , 28.833333333333332
72.22916666666667 , 30.416666666666668
79.10416666666667 , 33.75
86.75 , 36
94.08333333333333 , 38.666666666666664
101.10416666666667 , 41.75
108.55208333333333 , 44.458333333333336
115.92708333333333 , 47.625
122.70833333333333 , 50.333333333333336
129.60416666666666 , 53.083333333333336
136.17708333333334 , 56.625
143.17708333333334 , 58.291666666666664
150.21875 , 60.958333333333336
157.55208333333334 , 62.791666666666664
164.60416666666666 , 65.25
172.08333333333334 , 67.16666666666667
178.55208333333334 , 69.625
186.07291666666666 , 70.04166666666667
192.32291666666666 , 72.20833333333333
198.6875 , 75.25
205.66666666666666 , 76.83333333333333
211.92708333333334 , 79.95833333333333
218.97916666666666 , 82.91666666666667
224.1875 , 87.25
230.3125 , 90.91666666666667
237.52083333333334 , 92.41666666666667
243.76041666666666 , 94.125
249.65625 , 97.70833333333333
255.77083333333334 , 99.41666666666667
261.2291666666667 , 100.41666666666667
264.96875 , 105.79166666666667
270.2708333333333 , 107.25
273.4166666666667 , 108.66666666666667
275.5416666666667 , 110
277.3541666666667 , 110.91666666666667
277.9791666666667 , 113.41666666666667
276.8541666666667 , 116.25
277.2916666666667 , 119
278.1041666666667 , 122.58333333333333
277.6458333333333 , 124.75
275.3854166666667 , 126.625
272.9583333333333 , 129
270.8333333333333 , 131.33333333333334
268.59375 , 135.29166666666666
266.0416666666667 , 137.5
263.4895833333333 , 139.54166666666666
261.1458333333333 , 142.41666666666666
258.8020833333333 , 145.29166666666666
256.5104166666667 , 148.29166666666666
253.95833333333334 , 150.83333333333334
251.40625 , 153.54166666666666
248.80208333333334 , 155.45833333333334
246.66666666666666 , 159.5
244.375 , 163.66666666666666
241.82291666666666 , 165.70833333333334
239.32291666666666 , 168.54166666666666
236.71875 , 169.95833333333334
234.47916666666666 , 172.58333333333334
231.97916666666666 , 175.08333333333334
229.53125 , 178.20833333333334
226.97916666666666 , 182.25
224.58333333333334 , 185.5
222.23958333333334 , 188.875
219.6875 , 190.41666666666666
217.03125 , 192.70833333333334
214.16666666666666 , 193.5
211.40625 , 195.04166666666666
208.59375 , 196.125
206.14583333333334 , 199.58333333333334
203.125 , 200
200 , 200
