200
Taste 1 , Taste 0
1.7857142857142858 , 2.611111111111111
7.2976190476190474 , 8.527777777777779
14.523809523809524 , 13.666666666666666
21.738095238095237 , 20.833333333333332
30.44047619047619 , 25.194444444444443
38.51190476190476 , 31.02777777777778
45.29761904761905 , 40.083333333333336
51.726190476190474 , 50.083333333333336
59.04761904761905 , 58
67.26190476190476 , 63.833333333333336
75.11904761904762 , 70.5
81.54761904761905 , 79.27777777777777
89.22619047619048 , 85.47222222222223
97.78571428571429 , 89.61111111111111
105.27380952380952 , 96.47222222222223
113.13095238095238 , 102.69444444444444
120.16666666666667 , 108.83333333333333
127.53571428571429 , 114.52777777777777
135.66666666666666 , 118.55555555555556
143.04761904761904 , 124.44444444444444
149.0595238095238 , 131.97222222222223
155.21428571428572 , 140.27777777777777
162.91666666666666 , 146.30555555555554
169.67857142857142 , 152.97222222222223
177.1547619047619 , 158.41666666666666
184.25 , 164.41666666666666
190.89285714285714 , 171.69444444444446
197.9047619047619 , 177.66666666666666
205.64285714285714 , 182.05555555555554
213.03571428571428 , 186.58333333333334
219.79761904761904 , 193.36111111111111
226.89285714285714 , 199.13888888888889
234.13095238095238 , 204.36111111111111
241.61904761904762 , 208.22222222222223
247.42857142857142 , 213.11111111111111
253.04761904761904 , 217.88888888888889
258.14285714285717 , 224.88888888888889
262.9761904761905 , 230.83333333333334
267.5833333333333 , 234.97222222222223
270.9642857142857 , 240.19444444444446
273.98809523809524 , 246.80555555555554
277.1190476190476 , 251.05555555555554
279.98809523809524 , 256.25
281.0595238095238 , 259.8611111111111
280.5 , 262.3888888888889
279.32142857142856 , 265.5833333333333
277.4047619047619 , 265.8333333333333
275.32142857142856 , 266.9166666666667
273.76190476190476 , 270
272.0357142857143 , 268.5833333333333
269.7738095238095 , 266.8611111111111
267.45238095238096 , 265.05555555555554
265.39285714285717 , 264.0833333333333
263.1309523809524 , 262.69444444444446
261.04761904761904 , 261.44444444444446
258.54761904761904 , 259.1666666666667
255.98809523809524 , 259.02777777777777
253.78571428571428 , 256.94444444444446
251.46428571428572 , 254.58333333333334
249.10714285714286 , 252.08333333333334
246.25 , 250.41666666666666
243.92857142857142 , 247.5
241.25 , 245.41666666666666
238.51190476190476 , 243.47222222222223
236.07142857142858 , 240.83333333333334
233.75 , 237.91666666666666
231.01190476190476 , 235.97222222222223
228.27380952380952 , 234.02777777777777
226.13095238095238 , 230.69444444444446
223.63095238095238 , 228.19444444444446
221.07142857142858 , 225.83333333333334
218.57142857142858 , 223.33333333333334
216.13095238095238 , 220.69444444444446
214.04761904761904 , 217.22222222222223
211.25 , 215.41666666666666
208.92857142857142 , 212.5
206.60714285714286 , 209.58333333333334
204.16666666666666 , 206.94444444444446
201.8452380952381 , 204.02777777777777
200 , 200
