400
Taste 1 , Taste 0
2.2142857142857144 , 2.5
6.559523809523809 , 4.583333333333333
10.892857142857142 , 13.472222222222221
19.452380952380953 , 17.61111111111111
26.452380952380953 , 25.944444444444443
34.476190476190474 , 31.77777777777778
42.05952380952381 , 38.75
49.73809523809524 , 45.833333333333336
57.416666666666664 , 52.916666666666664
64.20238095238095 , 61.75
72.41666666666667 , 67.58333333333333
79.73809523809524 , 75.16666666666667
87.05952380952381 , 83.08333333333333
93.66666666666667 , 92.66666666666667
101.3452380952381 , 99.52777777777777
108.8452380952381 , 106.80555555555556
116.3452380952381 , 113.52777777777777
123.30952380952381 , 121.94444444444444
132.0952380952381 , 125.77777777777777
140.42857142857142 , 129.33333333333334
147.0595238095238 , 136.75
154.21428571428572 , 143.16666666666666
160.70238095238096 , 150.25
167.85714285714286 , 155.88888888888889
174.08333333333334 , 164.36111111111111
180.92857142857142 , 170.61111111111111
187.04761904761904 , 178.66666666666666
193.4047619047619 , 184.16666666666666
198.77380952380952 , 191.41666666666666
205.22619047619048 , 195.58333333333334
211.75 , 202.13888888888889
218.03571428571428 , 207.47222222222223
223.83333333333334 , 213.94444444444446
228.88095238095238 , 218.38888888888889
233.83333333333334 , 222.27777777777777
237.9404761904762 , 232.47222222222223
243.11904761904762 , 236.94444444444446
248.21428571428572 , 242.83333333333334
255.17857142857142 , 246.91666666666666
258.89285714285717 , 250.58333333333334
262.9404761904762 , 254.80555555555554
265.9761904761905 , 257.3888888888889
267.7857142857143 , 258.94444444444446
268.54761904761904 , 261.5
269.0595238095238 , 265.19444444444446
268.92857142857144 , 264.3888888888889
268.1190476190476 , 263.5
268.89285714285717 , 264.47222222222223
268 , 263.55555555555554
266.7857142857143 , 262.3888888888889
264.70238095238096 , 261.47222222222223
263.0357142857143 , 261.25
261.42857142857144 , 259.44444444444446
259.39285714285717 , 258.6388888888889
257.60714285714283 , 256.5833333333333
255.5952380952381 , 256.1666666666667
253.51190476190476 , 254.91666666666666
251.72619047619048 , 252.97222222222223
248.98809523809524 , 251.02777777777777
246.96428571428572 , 249.08333333333334
244.04761904761904 , 247.55555555555554
242.08333333333334 , 245.13888888888889
240.17857142857142 , 242.91666666666666
237.61904761904762 , 240.55555555555554
235.46428571428572 , 238.47222222222223
232.78571428571428 , 236.38888888888889
230.3452380952381 , 234.86111111111111
228.08333333333334 , 232.91666666666666
225.82142857142858 , 229.86111111111111
224.4047619047619 , 226.38888888888889
222.14285714285714 , 223.33333333333334
218.98809523809524 , 222.36111111111111
216.25 , 220.41666666666666
213.75 , 217.91666666666666
212.02380952380952 , 213.61111111111111
209.76190476190476 , 210.55555555555554
207.32142857142858 , 207.91666666666666
205.35714285714286 , 204.16666666666666
202.97619047619048 , 201.38888888888889
200 , 200
