500
Taste 1 , Taste 0
2.7666666666666666 , 3.033333333333333
4.75 , 5.383333333333334
7.016666666666667 , 7.65
9.766666666666667 , 9.366666666666667
12.033333333333333 , 12.233333333333333
14.55 , 14.716666666666667
15.933333333333334 , 17.933333333333334
18.5 , 20.366666666666667
21.166666666666668 , 23.633333333333333
23.366666666666667 , 24.9
25.483333333333334 , 27.45
27.95 , 30.383333333333333
30.466666666666665 , 33.333333333333336
32.25 , 35.95
35.06666666666667 , 39
38.1 , 41.63333333333333
40.516666666666666 , 44.416666666666664
43.4 , 46.93333333333333
46.25 , 49.016666666666666
49.56666666666667 , 51.63333333333333
51.36666666666667 , 54.03333333333333
55.03333333333333 , 55.5
57.03333333333333 , 57.766666666666666
59.233333333333334 , 60.166666666666664
63.5 , 62.43333333333333
65.06666666666666 , 65.26666666666667
67.03333333333333 , 68.1
68.83333333333333 , 71.7
70.9 , 73.7
72.66666666666667 , 75.86666666666666
75.06666666666666 , 78.33333333333333
76.81666666666666 , 80.85
79.41666666666667 , 83.18333333333334
81.91666666666667 , 85.81666666666666
85.08333333333333 , 87.71666666666667
88.63333333333334 , 90.16666666666667
91.28333333333333 , 92.58333333333333
94.73333333333333 , 93.93333333333334
97.06666666666666 , 96
100.6 , 98.53333333333333
103.33333333333333 , 101.13333333333334
106.18333333333334 , 104.15
108.41666666666667 , 106.45
110.4 , 108.06666666666666
112.86666666666666 , 110.4
115.81666666666666 , 112.45
118.45 , 114.61666666666666
120.35 , 117.38333333333334
122.83333333333333 , 119.63333333333334
125.48333333333333 , 122.38333333333334
127.53333333333333 , 125.46666666666667
129.91666666666666 , 127.61666666666666
132.1 , 130.16666666666666
134.55 , 132.38333333333333
137.18333333333334 , 135.21666666666667
139.7 , 137.36666666666667
142.51666666666668 , 140.01666666666668
145.13333333333333 , 142.46666666666667
147.55 , 144.78333333333333
151.36666666666667 , 146.43333333333334
153.7 , 149.56666666666666
156.58333333333334 , 151.95
158.55 , 155.25
160.3 , 158.36666666666667
162.91666666666666 , 160.61666666666667
166.81666666666666 , 162.25
168.43333333333334 , 165.1
171.81666666666666 , 167.98333333333332
174.91666666666666 , 170.41666666666666
177.33333333333334 , 172.53333333333333
179.4 , 175.06666666666666
181.95 , 177.65
183.55 , 180.85
185.3 , 185.16666666666666
187.76666666666668 , 187.1
190.6 , 189.73333333333332
192.56666666666666 , 192.96666666666667
194.5 , 196.5
196.78333333333333 , 198.41666666666666
200 , 200
