2.3095238095238093 , 1.2777777777777777, 2
 8.428571428571429 , -1, 136
 15.452380952380953 , -3.5, 327
 22.857142857142858 , -6, 640
 30.357142857142858 , -8.5, 765
 37.857142857142854 , -11, 1100
 45.357142857142854 , -13.5, 1250
 52.857142857142854 , -16, 1500
 60.357142857142854 , -18.5, 1695
 67.85714285714286 , -21, 1795
 75.35714285714286 , -23.5, 1985
 82.85714285714286 , -26, 2360
 90.35714285714286 , -28.5, 2535
 97.85714285714286 , -31, 2680
 105.35714285714286 , -33.5, 2870
 112.85714285714286 , -36, 3085
 120.35714285714286 , -38.5, 3355
 127.85714285714286 , -41, 3440
 135.35714285714286 , -43.5, 3635
 142.85714285714286 , -46, 4035
 149.45238095238096 , -45.27777777777778, 4221
 156.71428571428572 , -47, 4331
 163.92857142857142 , -49.27777777777778, 4472
 170.85714285714286 , -51.77777777777778, 4745
 177.45238095238096 , -52.5, 5035
 184.47619047619048 , -54.22222222222222, 5144
 189.78571428571428 , -54.94444444444444, 5378
 196.04761904761904 , -56, 5491
 202.83333333333334 , -56.5, 5599
 210.14285714285714 , -57.666666666666664, 5858
 217.07142857142858 , -59.05555555555556, 6121
 223.85714285714286 , -61.333333333333336, 6244
 231.07142857142858 , -63.833333333333336, 6570
 237.71428571428572 , -65.55555555555556, 6772
 244.02380952380952 , -67.38888888888889, 6932
 250.61904761904762 , -68.33333333333333, 7129
 255.07142857142858 , -69.05555555555556, 7242
 262.0952380952381 , -69.55555555555556, 7429
 267.7857142857143 , -70.83333333333333, 7565
 273.4761904761905 , -71.66666666666667, 7833
 278.6904761904762 , -73.27777777777777, 7917
 282.9047619047619 , -71.66666666666667, 8011
 283.8333333333333 , -69.27777777777777, 8178
 286.4761904761905 , -64.44444444444444, 8232
 286.7857142857143 , -61.166666666666664, 8342
 285 , -55, 8390
 282.5 , -47.5, 8400
 280 , -40, 8400
 277.5 , -32.5, 8400
 275 , -25, 8400
 272.5 , -17.5, 8400
 270 , -10, 8400
 267.5 , -2.5, 8400
 265 , 5, 8400
 262.5 , 12.5, 8400
 260 , 20, 8400
 257.5 , 27.5, 8400
 255 , 35, 8400
 252.5 , 42.5, 8400
 250 , 50, 8400
 247.5 , 57.5, 8400
 245 , 65, 8400
 242.5 , 72.5, 8400
 240 , 80, 8400
 237.5 , 87.5, 8400
 235 , 95, 8400
 232.5 , 102.5, 8400
 230 , 110, 8400
 227.5 , 117.5, 8400
 225 , 125, 8400
 222.5 , 132.5, 8400
 220 , 140, 8400
 217.5 , 147.5, 8400
 215 , 155, 8400
 212.5 , 162.5, 8400
 210 , 170, 8400
 207.5 , 177.5, 8400
 205 , 185, 8400
 202.5 , 192.5, 8400
 200 , 200, 8400
 
