1000
Taste 1 , Taste 0
3.4166666666666665 , 0
8.177083333333334 , 0
9.020833333333334 , 0.5
11.864583333333334 , 3.8333333333333335
15.5 , 6.166666666666667
19.78125 , 11.833333333333334
24.958333333333332 , 12
28.760416666666668 , 15.833333333333334
35.28125 , 16.333333333333332
41.4375 , 18.666666666666668
47.041666666666664 , 22.5
52.916666666666664 , 24.5
59.84375 , 26
67.13541666666667 , 26.833333333333332
73.71875 , 27.666666666666668
79.27083333333333 , 28.666666666666668
84.30208333333333 , 31.166666666666668
90.29166666666667 , 34.166666666666664
95.48958333333333 , 36
99.80208333333333 , 38.666666666666664
104.78125 , 43
107.77083333333333 , 47.333333333333336
110.28125 , 57.5
111.45833333333333 , 66.66666666666667
110.71875 , 74.5
109.94791666666667 , 82
111.80208333333333 , 91.83333333333333
114.45833333333333 , 110.33333333333333
116.30208333333333 , 115.83333333333333
119.0625 , 123.33333333333333
122.76041666666667 , 132.83333333333334
125.30208333333333 , 140.83333333333334
128.35416666666666 , 146.16666666666666
131.19791666666666 , 150.33333333333334
133.44791666666666 , 157.5
137.39583333333334 , 161.83333333333334
140.02083333333334 , 168.66666666666666
141.44791666666666 , 175.66666666666666
140.96875 , 187.66666666666666
139.96875 , 194
137.8125 , 209.66666666666666
135.625 , 217.5
135.25 , 226.66666666666666
137.79166666666666 , 253.5
142.38541666666666 , 259.1666666666667
145.59375 , 267.8333333333333
149.85416666666666 , 273.8333333333333
153.44791666666666 , 275.1666666666667
159.08333333333334 , 278.6666666666667
162.53125 , 284.6666666666667
163.875 , 295
163.70833333333334 , 302
162.4375 , 312.1666666666667
160.44791666666666 , 324.6666666666667
159.19791666666666 , 332.1666666666667
163.05208333333334 , 343.3333333333333
165.40625 , 358.1666666666667
168 , 362.3333333333333
171.17708333333334 , 367.8333333333333
174.65625 , 370.1666666666667
178.54166666666666 , 376.5
182.91666666666666 , 381.3333333333333
186.07291666666666 , 384.5
189.29166666666666 , 390.5
190.64583333333334 , 398.1666666666667
192.83333333333334 , 405.3333333333333
197.13541666666666 , 409.6666666666667
197.27083333333334 , 419.6666666666667
196.92708333333334 , 437.1666666666667
196.38541666666666 , 448.8333333333333
194.47916666666666 , 458.6666666666667
193.35416666666666 , 465.6666666666667
192.53125 , 491.5
190.55208333333334 , 499.1666666666667
188.21875 , 513.8333333333334
186.03125 , 526.8333333333334
183.53125 , 530.8333333333334
181.1875 , 539.1666666666666
178.63541666666666 , 544.3333333333334
176.29166666666666 , 546.6666666666666
