7.904761904761905 , 1, 52
 15.214285714285714 , -1.5, 54
 22.714285714285715 , -4, 54
 30.214285714285715 , -6.5, 54
 37.714285714285715 , -9, 54
 45.214285714285715 , -11.5, 54
 52.714285714285715 , -14, 54
 60.214285714285715 , -16.5, 54
 67.71428571428571 , -19, 54
 75.21428571428571 , -21.5, 54
 82.71428571428571 , -24, 54
 90.21428571428571 , -26.5, 54
 97.71428571428571 , -29, 54
 105.21428571428571 , -31.5, 54
 112.71428571428571 , -34, 54
 120.21428571428571 , -36.5, 54
 127.71428571428571 , -39, 54
 135.21428571428572 , -41.5, 54
 142.71428571428572 , -44, 54
 150.21428571428572 , -46.5, 54
 157.71428571428572 , -49, 54
 164.78571428571428 , -50.94444444444444, 56
 171.66666666666666 , -52, 71
 178.5 , -53.94444444444444, 77
 185.52380952380952 , -55.44444444444444, 85
 192.5 , -54.27777777777778, 112
 199.14285714285714 , -55.888888888888886, 127
 206.35714285714286 , -58.166666666666664, 129
 213.42857142857142 , -59.666666666666664, 138
 220.26190476190476 , -61.94444444444444, 140
 227.28571428571428 , -64.33333333333333, 141
 233.54761904761904 , -66.38888888888889, 143
 240.1904761904762 , -67.33333333333333, 156
 245.5952380952381 , -69.05555555555556, 159
 252.04761904761904 , -70.11111111111111, 169
 256.4047619047619 , -70.61111111111111, 192
 261.7142857142857 , -70.55555555555556, 217
 267.64285714285717 , -69.83333333333333, 238
 272.6666666666667 , -71.11111111111111, 250
 277.54761904761904 , -72.05555555555556, 264
 282.3809523809524 , -72.55555555555556, 282
 285.64285714285717 , -69.38888888888889, 310
 286 , -66, 380
 284.26190476190476 , -58.5, 421
 283.6666666666667 , -53, 498
 282.5 , -47.5, 614
 280 , -40, 665
 277.5 , -32.5, 745
 275 , -25, 825
 272.5 , -17.5, 910
 270 , -10, 1075
 267.5 , -2.5, 1160
 265 , 5, 1185
 262.5 , 12.5, 1325
 260 , 20, 1365
 257.5 , 27.5, 1455
 255 , 35, 1595
 252.5 , 42.5, 1700
 250 , 50, 1765
 247.5 , 57.5, 1890
 245 , 65, 1890
 242.5 , 72.5, 2000
 240 , 80, 2100
 237.5 , 87.5, 2185
 235 , 95, 2275
 232.5 , 102.5, 2380
 230 , 110, 2480
 227.5 , 117.5, 2565
 225 , 125, 2630
 222.5 , 132.5, 2725
 220 , 140, 2870
 217.5 , 147.5, 2925
 215 , 155, 3005
 212.5 , 162.5, 3125
 210 , 170, 3180
 207.5 , 177.5, 3330
 205 , 185, 3405
 202.5 , 192.5, 3480
 200 , 200, 3535
 
