500
Taste 1 , Taste 0
2.966666666666667 , 2.433333333333333
7.183333333333334 , 7.083333333333333
13.85 , 12.816666666666666
21.25 , 19.35
28.983333333333334 , 26.016666666666666
36.483333333333334 , 33.516666666666666
43.233333333333334 , 41.766666666666666
50.483333333333334 , 49.516666666666666
57.483333333333334 , 57.516666666666666
64.73333333333333 , 65.26666666666667
71.98333333333333 , 73.01666666666667
79.73333333333333 , 80.26666666666667
87.73333333333333 , 86.73333333333333
93.46666666666667 , 95.6
101.06666666666666 , 102.13333333333334
107.45 , 109.81666666666666
116 , 115.86666666666666
124.55 , 122.11666666666666
130.65 , 130.35
137.36666666666667 , 137.03333333333333
144.03333333333333 , 144.16666666666666
150.85 , 151.35
159.56666666666666 , 155.96666666666667
164.61666666666667 , 164.11666666666667
172.51666666666668 , 170.08333333333334
179.7 , 175.63333333333333
186.45 , 182.35
191.5 , 189.63333333333333
197.01666666666668 , 196.78333333333333
201.81666666666666 , 204.91666666666666
208.61666666666667 , 211.11666666666667
214.5 , 218.83333333333334
221.75 , 224.85
226.38333333333333 , 232.08333333333334
231.9 , 237.23333333333332
236.43333333333334 , 243.56666666666666
241.1 , 250.36666666666667
248.15 , 255.85
255.5 , 259.96666666666664
260.1166666666667 , 263.01666666666665
265.6 , 266.8
269.3 , 269.5
274.5833333333333 , 271.6166666666667
276.3 , 274.03333333333336
277.45 , 277.75
276.0833333333333 , 278.51666666666665
276.9 , 276.76666666666665
276.6 , 274.8
275.6666666666667 , 272.26666666666665
274.1 , 271.1
272.68333333333334 , 269.18333333333334
270.3333333333333 , 267.26666666666665
268.75 , 264.85
266.6666666666667 , 262.93333333333334
264 , 260.6
261.5833333333333 , 258.21666666666664
259.1666666666667 , 255.83333333333334
256.6666666666667 , 253.33333333333334
254.33333333333334 , 250.66666666666666
251.83333333333334 , 248.16666666666666
249.16666666666666 , 245.83333333333334
246.66666666666666 , 243.33333333333334
243.83333333333334 , 241.16666666666666
241.41666666666666 , 238.58333333333334
239.41666666666666 , 235.58333333333334
237.08333333333334 , 232.91666666666666
234.83333333333334 , 230.16666666666666
232.83333333333334 , 227.16666666666666
229.66666666666666 , 225.33333333333334
227.83333333333334 , 222.16666666666666
225.58333333333334 , 219.41666666666666
223.25 , 216.75
220.41666666666666 , 214.58333333333334
217.33333333333334 , 212.66666666666666
214.16666666666666 , 210.83333333333334
211.5 , 208.5
208.66666666666666 , 206.33333333333334
205.75 , 204.25
202.91666666666666 , 202.08333333333334
200 , 200
