200
Taste 1 , Taste 0
7.25 , -2.5
14.052083333333334 , -4.375
21.333333333333332 , -6.666666666666667
28.65625 , -8.458333333333334
36.020833333333336 , -10.75
43.385416666666664 , -12.041666666666666
51.072916666666664 , -14.125
59.104166666666664 , -15.583333333333334
66.38541666666667 , -17.875
73.63541666666667 , -20.375
79.71875 , -24.541666666666668
86.92708333333333 , -27.041666666666668
93.67708333333333 , -30.375
101.59375 , -32.041666666666664
108.60416666666667 , -33.916666666666664
115.64583333333333 , -36.083333333333336
122.51041666666667 , -38.375
129.11458333333334 , -41.291666666666664
136.72916666666666 , -43.583333333333336
143.47916666666666 , -46.916666666666664
151.27083333333334 , -48.583333333333336
157.33333333333334 , -52.333333333333336
164.65625 , -53.791666666666664
171.82291666666666 , -55.125
178.84375 , -57.708333333333336
185.89583333333334 , -57.583333333333336
191.98958333333334 , -59.791666666666664
198.45833333333334 , -62.5
205.5625 , -63.25
211.875 , -65.33333333333333
217.61458333333334 , -69.29166666666667
223.91666666666666 , -70.66666666666667
229.29166666666666 , -69.16666666666667
235.94791666666666 , -69.95833333333333
241.35416666666666 , -70.08333333333333
247.30208333333334 , -69.70833333333333
252.85416666666666 , -69.08333333333333
258.1458333333333 , -67.91666666666667
263.8958333333333 , -67.58333333333333
269.8645833333333 , -68.625
273.0729166666667 , -64.79166666666667
276.7604166666667 , -60.875
277.7291666666667 , -57.916666666666664
277.78125 , -48.291666666666664
276.8958333333333 , -45.75
277.3020833333333 , -40.375
277.3958333333333 , -36.583333333333336
276.3645833333333 , -29.458333333333332
275.2395833333333 , -19.791666666666668
273.6458333333333 , -15.416666666666666
271.3541666666667 , -10.416666666666666
269.5833333333333 , -1.6666666666666667
267.03125 , 5.208333333333333
265.5208333333333 , 16.25
263.0729166666667 , 24.375
260.9895833333333 , 31.875
258.4375 , 38.75
256.09375 , 48.125
253.48958333333334 , 54.375
250.9375 , 61.25
248.07291666666666 , 64.375
245.88541666666666 , 75.625
243.22916666666666 , 81.25
240.78125 , 89.375
238.22916666666666 , 96.25
235.78125 , 104.375
233.22916666666666 , 111.25
230.72916666666666 , 118.75
228.17708333333334 , 125.625
225.52083333333334 , 131.25
222.91666666666666 , 137.5
220.41666666666666 , 145
217.91666666666666 , 152.5
215.36458333333334 , 159.375
212.76041666666666 , 165.625
210.20833333333334 , 172.5
207.55208333333334 , 178.125
204.94791666666666 , 184.375
202.44791666666666 , 191.875
200 , 200
